model,benchmark,problem_id,held_out_block,selected_action,selected_action_label,selector_value,full_value,random_all6_value,random_removal_value,correctness_heuristic_action,correctness_heuristic_label,correctness_heuristic_value,hindsight_action,hindsight_value,selector_fullA_action,selector_fullA_value,selector_fullB_action,selector_fullB_value,proposal_correctness
oss,scibench,p_6047fde8a6b4ff67,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_6047fde8a6b4ff67,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_6047fde8a6b4ff67,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_6047fde8a6b4ff67,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_6047fde8a6b4ff67,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_bc137f8a71cf0ed9,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_bc137f8a71cf0ed9,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_bc137f8a71cf0ed9,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_bc137f8a71cf0ed9,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_bc137f8a71cf0ed9,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_eb7acc4efdae0076,0,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
oss,scibench,p_eb7acc4efdae0076,1,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
oss,scibench,p_eb7acc4efdae0076,2,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
oss,scibench,p_eb7acc4efdae0076,3,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
oss,scibench,p_eb7acc4efdae0076,4,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
oss,scibench,p_fcf9c54eb2c3f717,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_fcf9c54eb2c3f717,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_fcf9c54eb2c3f717,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_fcf9c54eb2c3f717,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_fcf9c54eb2c3f717,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_a0ae28f4fc291290,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a0ae28f4fc291290,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a0ae28f4fc291290,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a0ae28f4fc291290,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a0ae28f4fc291290,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_06ed03a2c8c3b8da,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_06ed03a2c8c3b8da,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_06ed03a2c8c3b8da,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_06ed03a2c8c3b8da,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_06ed03a2c8c3b8da,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_265baf4c3ffa0726,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_265baf4c3ffa0726,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_265baf4c3ffa0726,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_265baf4c3ffa0726,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_265baf4c3ffa0726,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_3f15c046a010688b,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_3f15c046a010688b,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_3f15c046a010688b,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_3f15c046a010688b,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_3f15c046a010688b,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c56b6d5c7d510c6e,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c56b6d5c7d510c6e,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c56b6d5c7d510c6e,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c56b6d5c7d510c6e,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c56b6d5c7d510c6e,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_98d57488fb090bd3,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_98d57488fb090bd3,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_98d57488fb090bd3,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_98d57488fb090bd3,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_98d57488fb090bd3,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_5fbfca73afe82355,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_5fbfca73afe82355,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_5fbfca73afe82355,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_5fbfca73afe82355,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_5fbfca73afe82355,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_70a597f0162e6d87,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_70a597f0162e6d87,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_70a597f0162e6d87,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_70a597f0162e6d87,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_70a597f0162e6d87,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_56fbac59a6580978,0,5,remove_h4,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,5,1.0,0,1.0,"[0, 0, 0, 1, 0]"
oss,scibench,p_56fbac59a6580978,1,5,remove_h4,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,5,1.0,0,1.0,"[0, 0, 0, 1, 0]"
oss,scibench,p_56fbac59a6580978,2,5,remove_h4,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,5,1.0,0,1.0,"[0, 0, 0, 1, 0]"
oss,scibench,p_56fbac59a6580978,3,1,remove_h0,0.0,1.0,0.6666666666666666,0.6,1,remove_h0,0.0,0,1.0,1,0.0,0,1.0,"[0, 0, 0, 1, 0]"
oss,scibench,p_56fbac59a6580978,4,0,full,0.5,0.5,0.5833333333333334,0.6,1,remove_h0,1.0,1,1.0,0,0.0,0,1.0,"[0, 0, 0, 1, 0]"
oss,scibench,p_2311ca4e4860c2b8,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_2311ca4e4860c2b8,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_2311ca4e4860c2b8,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_2311ca4e4860c2b8,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_2311ca4e4860c2b8,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_f0c18e0a471fe3d4,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_f0c18e0a471fe3d4,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_f0c18e0a471fe3d4,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_f0c18e0a471fe3d4,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_f0c18e0a471fe3d4,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_07de93842e6529c0,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_07de93842e6529c0,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_07de93842e6529c0,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_07de93842e6529c0,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_07de93842e6529c0,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_0b1aadc66f212c2e,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_0b1aadc66f212c2e,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_0b1aadc66f212c2e,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_0b1aadc66f212c2e,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_0b1aadc66f212c2e,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_dfc903ad814b408a,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_dfc903ad814b408a,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_dfc903ad814b408a,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_dfc903ad814b408a,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_dfc903ad814b408a,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_3a94ca0159a092a9,0,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 1, 1, 0]"
oss,scibench,p_3a94ca0159a092a9,1,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 1, 1, 0]"
oss,scibench,p_3a94ca0159a092a9,2,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 1, 1, 0]"
oss,scibench,p_3a94ca0159a092a9,3,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 1, 1, 0]"
oss,scibench,p_3a94ca0159a092a9,4,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 1, 1, 0]"
oss,scibench,p_c9903154029f927d,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c9903154029f927d,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c9903154029f927d,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c9903154029f927d,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_c9903154029f927d,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_79f56aafa47350a8,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_79f56aafa47350a8,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_79f56aafa47350a8,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_79f56aafa47350a8,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_79f56aafa47350a8,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_6dca8dc4fcbcc824,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_6dca8dc4fcbcc824,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_6dca8dc4fcbcc824,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_6dca8dc4fcbcc824,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_6dca8dc4fcbcc824,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_360f773f4df87aee,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_360f773f4df87aee,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_360f773f4df87aee,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_360f773f4df87aee,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_360f773f4df87aee,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_24988d2f5aa0e4bb,0,3,remove_h2,0.0,0.5,0.5833333333333334,0.6,1,remove_h0,1.0,1,1.0,3,0.0,0,1.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_24988d2f5aa0e4bb,1,0,full,0.0,0.0,0.16666666666666666,0.2,1,remove_h0,0.0,4,1.0,2,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_24988d2f5aa0e4bb,2,3,remove_h2,0.0,0.5,0.4166666666666667,0.4,1,remove_h0,0.0,2,1.0,3,0.0,0,1.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_24988d2f5aa0e4bb,3,4,remove_h3,0.0,1.0,0.3333333333333333,0.2,1,remove_h0,0.0,0,1.0,4,0.0,4,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_24988d2f5aa0e4bb,4,4,remove_h3,0.0,0.0,0.16666666666666666,0.2,1,remove_h0,0.0,3,1.0,4,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_93342106e6db2745,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_93342106e6db2745,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_93342106e6db2745,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_93342106e6db2745,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_93342106e6db2745,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_e0f52c87e1f53142,0,0,full,1.0,1.0,0.8333333333333334,0.8,5,remove_h4,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 0]"
oss,scibench,p_e0f52c87e1f53142,1,0,full,1.0,1.0,1.0,1.0,5,remove_h4,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 0]"
oss,scibench,p_e0f52c87e1f53142,2,0,full,1.0,1.0,0.8333333333333334,0.8,5,remove_h4,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 0]"
oss,scibench,p_e0f52c87e1f53142,3,0,full,1.0,1.0,0.8333333333333334,0.8,5,remove_h4,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 0]"
oss,scibench,p_e0f52c87e1f53142,4,0,full,1.0,1.0,0.8333333333333334,0.8,5,remove_h4,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 0]"
oss,scibench,p_a975506e88227377,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a975506e88227377,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a975506e88227377,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a975506e88227377,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_a975506e88227377,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_5022108fb11c89ed,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_5022108fb11c89ed,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_5022108fb11c89ed,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_5022108fb11c89ed,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_5022108fb11c89ed,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
oss,scibench,p_14b8d3760689b64f,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_14b8d3760689b64f,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_14b8d3760689b64f,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_14b8d3760689b64f,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_14b8d3760689b64f,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_9bd70393099175a6,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_9bd70393099175a6,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_9bd70393099175a6,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_9bd70393099175a6,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_9bd70393099175a6,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_4928ac3becb158d0,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_4928ac3becb158d0,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_4928ac3becb158d0,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_4928ac3becb158d0,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,scibench,p_4928ac3becb158d0,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
